From,To,Length,Cost,Var
1447,1654,163.8130962,79.79340481,1147.372955
1447,1588,178.9006734,38.8822252,201.1664788
1688,1448,1083.740058,76.26110913,559.0972277
1448,1451,1155.872922,51.88922793,234.4894154
1449,1500,608.6966974,8.974770986,8.613249686
1450,1606,544.1833197,90.03938305,453.552369
1451,1616,195.336973,45.39864316,208.8184205
1452,1790,229.2882337,31.84624771,276.4663015
1454,1719,179.2475238,86.69424729,2630.798695
1454,1717,262.2700241,39.04286312,250.5394657
1456,1480,249.2431119,23.49501852,59.47873825
1457,1771,367.8985108,49.36157039,618.9002556
1457,1891,251.1476902,10.05401479,17.8734054
1458,1870,315.2514771,30.81894651,33.00972897
1459,1525,324.9887435,36.48058811,91.34763517
1460,1595,223.5427685,49.25952905,138.157411
1460,1851,254.0327086,90.48222534,1364.19599
1461,1724,647.0811089,22.49056244,34.43221835
1461,1542,365.6032421,115.9977632,1841.148934
1496,1463,75.00261237,53.96654014,224.8744521
1463,1715,335.3455183,33.22129211,106.1495285
1464,1617,269.0147901,18.79640051,33.60178953
1465,1612,571.5129566,34.65387413,111.929675
1465,1600,471.1184585,79.91210705,1153.51527
1465,1546,150.4000447,59.92733306,330.4567832
1466,1707,324.1581262,32.82478458,114.8463182
1466,1679,181.1259665,49.53408494,242.2546851
1467,1856,223.2747683,39.67293298,210.8035807
1467,1482,404.4053001,65.1017797,208.3714225
1468,1759,201.5531308,53.28184233,469.5458272
1468,1648,270.1366188,43.80854992,211.4367715
1557,1469,284.5999273,127.1788413,3900.691702
1469,1583,91.61178266,110.961034,881.3517671
1469,1837,303.9795021,22.27247523,57.98110347
1471,1699,391.8038404,61.26706395,202.8769804
1472,1801,187.4831483,36.92160138,115.3943485
1473,1782,295.3729134,60.07073826,452.085874
1475,1747,297.4542591,63.33554048,146.0018104
1475,1869,496.9689526,54.64778982,217.7462536
1476,1596,224.8101062,17.38900116,19.71034932
1476,1824,322.7140496,34.22140014,189.0318318
1478,1817,284.2564098,44.94595176,116.2667793
1479,1566,233.345313,42.40968293,149.9475283
1481,1835,322.6038876,21.58232777,31.01900852
1483,1585,179.3469999,33.18602969,76.85998258
1484,1865,472.9959756,57.28395462,490.1018597
1484,1652,164.488574,29.46642999,85.28884958
1484,1719,215.9173046,57.93661228,915.9670783
1485,1740,415.24228,70.08482222,1095.188561
1485,1695,199.5338827,12.15428187,25.67064325
1485,1587,694.7491539,61.81996737,1283.882771
1486,1654,902.1082005,65.97645604,166.9877717
1487,1508,350.1370834,27.78244312,93.03761283
1490,1773,400.5904883,17.94867356,43.24462877
1490,1747,406.1750909,99.86757251,1003.886789
1491,1692,174.8335651,17.46940571,65.62713618
1563,1491,523.6733744,41.28157282,152.7532639
1492,1576,287.5102115,56.2878694,251.1872564
1492,1516,1101.767362,16.44099725,18.68805839
1493,1547,393.0982995,26.41423856,98.51513492
1493,1550,1027.354652,29.15580623,44.50386341
1494,1560,290.1588737,46.76967297,551.9654504
1494,1665,668.6211778,25.22720787,89.79826549
1495,1498,575.2355721,41.5702707,180.499289
1495,1693,239.0985736,26.26883734,137.8389712
1496,1655,217.7945999,26.97806699,152.5012501
1497,1880,337.045093,18.98610039,22.96219459
1497,1768,188.7577564,40.492264,267.6831169
1499,1781,120.9532605,99.94227491,805.8024684
1502,1801,397.8707718,131.3963407,3422.321172
1502,1523,262.379839,15.16857551,58.82933893
1504,1618,414.7367588,36.454906,137.006588
1504,1519,230.6699168,85.31504271,606.3409117
1505,1815,57.21044854,46.43465972,203.5290788
1505,1517,126.15615,55.98875024,350.6991599
1505,1753,208.3369127,30.71881227,107.5124245
1505,1775,225.730256,91.98690498,736.5868869
1508,1544,361.6936824,49.32271609,195.2277532
1508,1727,187.8626283,145.2565154,4699.238672
1509,1691,158.8096179,63.14766688,780.4971587
1510,1543,494.4236049,34.66854701,155.7780027
1511,1735,564.5744045,59.91751327,672.5249988
1511,1815,414.9188463,54.03822391,1487.390289
1512,1790,214.0170429,102.4587711,633.7989199
1512,1784,188.531461,125.6098194,2939.203723
1513,1675,711.1470145,79.89668723,623.343031
1513,1555,501.2274043,94.32869656,467.082414
1514,1717,1364.032136,29.8832477,66.05305026
1514,1685,662.8742857,46.99494614,420.9511866
1514,1803,127.3342456,46.64255385,122.551113
1515,1626,227.0412404,44.53384537,110.931597
1515,1605,334.3350153,31.86324517,72.63834058
1517,1631,1083.884355,28.08621642,39.88744546
1518,1712,86.37263302,50.76565864,119.9185529
1518,1718,468.1656135,63.44393312,1569.540284
1520,1897,165.7847642,36.45737672,105.4418934
1520,1660,680.4449547,94.1880187,650.6644142
1521,1792,669.4787115,12.72217552,0.257213793
1521,1734,351.1958333,15.02693767,2.802672045
1522,1555,905.2748885,114.46096,1253.35595
1523,1875,332.3058084,18.0006835,69.04574319
1526,1847,211.1723947,58.45289712,327.6071922
1526,1745,233.345313,91.63305636,406.0072414
1527,1802,308.2528451,33.55789412,220.1546554
1527,1854,360.8360859,96.41890754,1472.768629
1528,1699,146.3248441,60.84616426,306.7591214
1528,1678,217.7667406,49.88432676,619.2406211
1529,1882,150.5741881,49.6286752,637.9484235
1529,1891,435.7195761,65.85262448,1501.225582
1529,1741,764.6463941,41.71231036,136.2443219
1530,1748,616.8493952,37.48775331,130.3514402
1532,1631,333.3095775,29.03728987,23.40389728
1532,1589,634.8676795,28.84571003,37.83920244
1533,1740,528.1202201,41.86290524,249.4889917
1533,1732,330.3261364,54.66445217,359.9446414
1534,1558,213.3433206,102.2486643,3040.334241
1536,1542,208.7901995,49.36297246,438.0381922
1536,1858,217.9040005,34.70794099,62.53342936
1536,1730,195.8858017,21.95072975,61.16841181
1537,1615,192.1580615,21.53402515,55.26396211
1538,1785,201.2208564,60.95225659,324.4767448
1539,1665,185.3371688,35.02275683,121.4774707
1542,1742,472.1494252,30.60179879,92.42066517
1543,1666,529.6169379,82.02634147,98.2520558
1544,1763,301.2333071,14.04188369,15.07914853
1548,1868,200.2972941,37.24401809,71.102463
1550,1793,415.1675606,99.73538505,509.6695811
1552,1561,300.1522734,43.09931486,497.9466185
1553,1821,535.5904369,34.39021871,507.3589137
1553,1795,289.0479444,44.47078086,352.5057193
1554,1774,657.2673799,41.75792393,99.58455557
1554,1748,1073.645512,58.5780986,180.9908679
1556,1761,356.5411024,35.16102467,60.41575015
1559,1589,268.0395683,54.55541545,166.782251
1560,1788,783.4679732,62.87950447,205.7826808
1560,1620,2259.420999,143.7464707,1897.390211
1562,1822,910.1111512,81.7883497,482.2568606
1564,1567,835.7274091,45.86423432,240.395296
1565,1901,89.68328444,43.13869908,115.5931589
1565,1857,517.1541842,52.29752675,586.7541821
1566,1611,234.4148446,33.11718572,42.05215466
1567,1657,287.772369,65.45381663,54.1411876
1568,1783,90.72935611,55.66678031,1090.471898
1568,1795,197.435632,38.46114293,251.6347514
1569,1623,454.7658268,44.28397172,197.1713528
1569,1870,560.0473473,59.16397255,191.8477371
1570,1645,467.2752251,57.63861075,399.4378158
1572,1764,205.4299773,45.14992686,102.6199511
1573,1660,80.09770767,25.48192116,82.53017727
1894,1574,164.2400227,41.35843318,149.3308113
1574,1610,295.9341185,22.95201127,22.92198446
1574,1723,2310.763389,24.523668,45.07758096
1575,1768,540.4840577,30.60560005,184.4508839
1577,1679,422.0271828,34.09802585,215.6926244
1577,1829,1347.101366,75.29114168,336.3331661
1580,1881,262.0547376,78.69223287,486.2181267
1580,1625,242.5459691,67.52016299,1269.535901
1581,1806,403.8751156,23.85295449,100.8016954
1581,1868,170.4962728,50.48990088,349.5443105
1583,1890,414.7367588,6.634876319,4.249150276
1583,1809,285.1267412,31.70356024,135.3476735
1584,1610,291.1754312,26.23991014,95.27510374
1584,1866,240.8326967,56.82224996,970.5751854
1585,1669,231.5828176,87.57294232,1449.537386
1586,1787,151.5351911,33.55777366,54.82331309
1586,1751,490.0332574,12.27254809,29.94771444
1587,1732,270.0633943,122.2321041,2580.099197
1589,1700,106.6569936,33.25998518,151.5959509
1590,1680,321.5269798,57.32346342,203.7074084
1590,1734,117.2556025,17.36238066,43.49278642
1592,1755,312.6233832,43.31488117,467.341025
1592,1637,207.7638298,29.54454733,42.790721
1594,1651,499.7699857,26.77109865,39.77760624
1596,1786,372.02162,29.03272372,112.8256512
1798,1596,450.5954272,166.1820721,7963.737153
1597,1693,450.5760534,25.93228773,82.49422054
1597,1633,332.1859822,94.27640608,1808.860257
1598,1805,477.4603998,51.73433711,204.5644992
1599,1665,220.676996,34.81951818,273.2280779
1601,1707,273.1858841,62.87640625,736.6316594
1602,1726,255.4761167,63.50283781,582.688622
1602,1653,90.08936031,54.16740719,268.5434242
1605,1710,262.4651613,35.67142748,69.32386824
1608,1760,160.9066087,42.34493032,115.9785323
1796,1608,454.7658268,37.63209901,84.08129075
1609,1899,490.0332574,58.4437479,1388.56421
1610,1715,304.7306833,72.79164865,401.4619897
1612,1696,139.940451,98.02615928,925.5523686
1614,1806,316.9223562,80.12534177,195.3061407
1615,1630,429.691581,40.74689524,128.8062845
1616,1890,273.6748765,66.15805254,629.9862594
1619,1661,280.8129592,44.25311393,265.9291021
1619,1705,286.2638424,44.90785924,152.7732485
1622,1785,345.0539638,12.00842772,13.03657036
1624,1651,319.1842578,23.63156103,35.26884709
1639,1624,723.4211976,40.07045021,97.65301688
1625,1664,349.0634894,60.51285731,86.4124481
1625,1811,322.7339702,63.0635447,1209.977713
1629,1836,255.4251042,39.42892655,333.2190453
1631,1753,146.2787448,62.13522993,438.8133782
1632,1764,240.9005755,65.99468074,417.5559604
1633,1675,363.6314208,41.43815034,144.8016449
1634,1649,361.2263483,48.89571686,237.2308425
1635,1770,390.5338281,70.37223992,706.5578629
1635,1830,140.9939866,35.91563376,237.7707805
1636,1681,486.2760089,33.7842305,282.0347332
1637,1791,244.7618757,76.95628695,251.3881425
1662,1638,643.0859405,21.80921555,23.21566273
1639,1663,306.7072386,26.86248029,27.36666359
1640,1896,303.0450021,153.452555,2107.987011
1641,1812,240.825324,36.927096,385.8828041
1643,1751,366.1673566,41.12758254,526.4785711
1643,1864,260.4852653,58.19094015,388.5627337
1644,1742,340.1581551,86.93731075,1202.080474
1644,1724,1281.228384,39.2306921,110.0858705
1649,1851,249.8987391,74.83434695,366.9750133
1651,1663,592.1419628,34.3647246,93.31675062
1652,1839,308.0733628,66.53487262,404.1784085
1655,1711,134.537117,35.88325045,137.0467505
1656,1880,332.603298,41.44280688,436.6697969
1656,1692,352.7578063,114.7675536,1193.321226
1658,1901,81.8394545,60.94243282,280.9085057
1659,1750,694.7491539,66.05276892,259.053247
1661,1775,204.7040186,34.96776002,90.69953857
1661,1753,142.3240728,73.70113057,491.3994167
1665,1722,311.4766587,96.3000807,2289.550804
1667,1682,581.4829376,30.22380419,210.9899048
1668,1842,845.7654619,69.9878002,430.1832784
1668,1788,550.2045592,66.13579681,510.5743412
1670,1682,355.772862,46.43650397,227.9287768
1671,1774,905.4421895,51.19456213,211.0701348
1672,1696,1628.943577,35.28434123,61.93218393
1673,1893,949.2317713,28.99760531,93.26373175
1674,1742,585.4915921,42.91486051,187.2900245
1677,1810,340.2725957,56.48616359,154.6981386
1679,1891,1027.908899,54.01365927,294.7495111
1679,1741,186.763222,66.95612699,458.1719071
1680,1720,681.411241,73.53043752,952.2219385
1683,1740,214.165958,93.64698045,2764.820258
1685,1892,879.7321326,34.9424576,434.6573795
1685,1745,609.8074011,29.9689667,52.70267936
1688,1703,313.4265779,33.24720926,66.07387243
1688,1831,150.8525007,37.85819399,129.7312884
1689,1758,469.8656346,41.72010684,160.0422413
1828,1689,361.1951487,58.46666625,321.1323479
1692,1862,1564.535366,32.10033166,53.79182939
1694,1729,363.9895721,85.07905461,687.5237003
1695,1832,498.3025608,19.06162872,53.28411146
1698,1724,579.5088314,27.83725179,94.78100311
1700,1753,794.1630163,58.49060891,226.7873629
1700,1705,364.4378115,26.88837365,46.72855403
1701,1706,345.9457422,26.57035645,46.06008151
1701,1714,175.9906607,55.62773314,162.0588041
1703,1733,158.4023268,16.13432023,38.37533316
1704,1710,264.1038789,36.70157638,156.3627578
1704,1752,184.4806029,37.99932897,186.76559
1706,1830,337.7534872,55.91860095,268.571335
1707,1829,445.4054304,26.03228739,19.01284531
1708,1736,357.842533,14.19020915,21.40371532
1708,1766,293.2852593,54.38240973,379.7577781
1709,1843,351.5193312,93.29119764,954.9363434
1711,1777,200.2972941,19.65158254,39.01977978
1712,1732,228.0938735,54.1499494,674.8851234
1716,1844,233.7767717,29.14193019,190.4691229
1718,1842,275.6198388,43.027596,226.023282
1720,1848,228.4788358,47.83639372,134.0011135
1720,1838,163.8579231,54.2909176,178.3341217
1721,1739,227.001576,47.40745842,215.1664266
1722,1770,213.4734975,54.46969854,359.6781242
1725,1885,158.4659146,29.9681678,68.72970509
1726,1754,459.1449638,71.28451205,963.5466697
1729,1863,721.2945621,44.1466692,160.8692847
1729,1900,337.4581364,46.32683794,301.8215774
1736,1794,477.4603998,19.19060516,41.18061971
1737,1895,289.5094766,54.39973753,480.8717491
1738,1756,208.1659213,53.19507479,1282.773273
1738,1862,260.6296374,32.3122117,51.48796733
1738,1840,100.8865184,51.30857069,346.6070121
1743,1849,122.9169129,31.35550263,46.83761253
1743,1843,172.8914334,35.85005567,37.7150146
1744,1768,586.5620605,32.15264074,194.739056
1750,1880,465.7234694,35.85711559,139.3826428
1751,1800,400.3333842,48.96674988,175.3721356
1754,1804,366.1673566,82.58452017,447.801164
1761,1845,243.0296828,28.33842087,22.96681949
1762,1866,367.5642411,22.56433936,221.8598272
1763,1835,229.0295232,51.29682919,217.8625461
1766,1836,308.8625764,112.8709627,1449.413404
1767,1871,256.671606,54.11083343,128.7031004
1771,1867,68.50174549,76.16066946,472.6555363
1771,1775,397.9340822,46.32320149,294.7563215
1776,1806,145.5642076,82.32772719,458.3858954
1776,1816,496.8374106,157.1030656,3551.192396
1777,1847,160.6231128,30.15568519,96.71977605
1778,1800,444.8392557,21.55862179,48.1230216
1783,1837,309.268393,41.64787971,409.1991541
1784,1790,252.9388909,68.17704195,503.4979269
1784,1854,375.3445931,52.94037709,449.6164021
1792,1838,460.277135,12.60308604,7.08564861
1793,1897,428.2885069,35.237156,81.50606077
1795,1841,360.9261362,65.17569438,374.4808757
1797,1889,325.1001459,59.5065204,192.6575933
1800,1864,155.5899644,38.78491542,405.8342338
1802,1814,578.6141626,30.77413793,23.0981644
1805,1886,320.8454199,65.54792963,344.9214903
1805,1811,224.1284404,49.1931305,308.1881177
1805,1831,317.7348058,68.80759911,768.1461229
1809,1837,326.6158913,86.54056316,2026.302708
1809,1821,389.0715425,33.18703057,369.8439319
1811,1895,271.5578782,41.54100198,212.6731657
1812,1836,491.1197448,55.44679038,551.6598903
1817,1883,573.0752289,31.44322831,159.4865335
1819,1849,225.2335121,77.28221994,1421.93811
1825,1888,406.3058076,42.84723796,376.1950914
1831,1895,316.6144048,40.79346454,273.8836471
1901,1833,468.7622333,35.01343389,50.79086398
1833,1857,801.9624447,37.19486449,49.21095297
1839,1865,536.4405259,38.49767608,174.5699984
1840,1858,391.328738,17.9389004,73.59335483
1841,1859,351.0632951,29.79591557,84.30278226
1843,1896,133.4917396,45.70205745,310.4313049
1847,1892,628.9813301,20.34982498,70.60368422
1853,1861,316.8667279,30.68682375,73.92982142
1853,1867,304.7013525,54.7046668,990.031894
1855,1861,343.5423865,36.32819106,86.05146948
1867,1882,424.2016114,52.23419648,543.5492031
1868,1872,409.8056342,71.9192729,296.493421
1871,1893,270.5399741,43.12414833,138.817663
1877,1884,422.1491944,85.22242568,2879.597676
1881,1883,269.0147901,59.66971866,265.1409604
1881,1885,337.045093,96.11339904,1031.231378
48,0,231.2503812,196.4606846,13810.78078
64,0,489.8710869,84.79069955,1657.676865
16,0,223.728578,149.5225682,5604.368934
1288,1,367.7027492,123.6933948,1647.421423
311,1,174.7956832,78.41796375,1130.748718
18,2,245.578267,148.9708585,10835.3178
49,2,124.9885857,261.233137,8802.082967
34,2,465.7265379,434.7852227,22927.35906
66,2,349.1433554,314.3537193,15755.98433
742,3,479.7478001,251.1882857,8441.126039
127,3,90.08936031,152.1123844,1536.615737
19,3,114.5981634,65.96265843,178.47485
51,3,255.3918375,423.2669686,21316.63683
408,4,280.4339864,78.1581426,281.304922
655,4,457.9102345,23.60147223,23.02470669
195,5,348.0314051,22.65935585,61.19406239
620,5,290.7659296,29.32425548,174.776256
901,6,198.0154805,21.32888418,32.28359028
726,6,331.9627717,20.40163215,21.02920386
211,7,460.6256727,73.29936672,301.5252534
422,7,534.2055542,60.89485889,77.22328661
366,7,436.2835308,79.0657444,594.5784025
341,7,187.0601788,89.87376804,872.8911454
916,8,623.992146,43.02845353,111.7086459
888,8,181.1259665,79.70440221,467.7967848
487,8,460.5331752,47.31308274,259.2421161
1767,9,427.0568548,45.91928408,290.8392719
1472,9,201.5531308,26.56419208,35.16701642
1673,9,160.6231128,51.66248448,137.6235727
1653,10,309.1482962,84.23528965,1319.719909
792,10,278.4213024,70.19427683,686.1509877
1065,10,228.4313563,56.67199738,144.6152848
215,11,361.2623371,32.15624322,54.7644522
580,11,181.6454605,32.12904042,22.80131018
28,12,121.5546234,90.40200513,881.1367981
383,12,312.3035886,179.2128157,985.9367518
90,12,445.7206334,36.56848235,63.46806844
793,13,260.254019,39.89908788,102.1692239
738,13,329.2493272,56.90448936,456.3407469
203,13,415.1675606,58.986381,407.3518001
1216,14,126.4427488,58.98325816,781.5554365
763,14,240.2172069,113.0391497,3720.00757
609,14,144.7023406,87.1042068,841.2868115
336,15,378.6825966,71.39449125,851.8308233
310,15,512.2641865,45.01247943,118.1259694
163,15,501.2274043,171.973345,7277.784338
80,16,1292.936406,157.2181978,6107.303498
178,16,176.7870752,157.4266773,8922.480011
220,17,247.4270666,106.9800109,1824.060234
65,17,494.9595688,271.5420853,17762.65051
49,17,565.813551,61.54952125,333.3104147
65,18,536.4405259,76.53556463,788.957552
459,18,272.1732689,193.9494194,2493.56749
127,19,425.4607447,148.5349339,1111.323931
432,19,295.5676572,181.5874445,3032.248236
35,19,410.3207952,209.5501051,1216.089687
466,20,360.1340311,161.6955482,4334.978927
82,20,512.876548,115.526812,4243.443049
457,20,406.1391091,106.8705125,974.0163408
1163,21,300.9568503,47.15331904,186.759979
1654,21,542.2734733,81.95603337,482.2523549
1370,22,237.8331989,71.58961507,640.8104781
1366,22,290.8620661,30.05456436,248.6943643
1230,22,335.3540978,103.9541571,1192.589339
289,23,259.5193221,50.34198566,117.5039634
389,23,416.4919821,79.67901704,142.6457948
155,23,534.4137894,68.34441073,89.63267856
743,24,307.8154888,41.46353358,136.0183135
1021,24,1364.032136,128.5116507,2487.358792
712,25,963.8684522,42.75599033,139.8738101
1861,25,259.2004389,38.11990017,107.4437726
812,25,562.2667658,33.15429695,101.5111865
1300,25,138.6576128,50.84450385,234.9148103
1079,26,118.5706484,20.58284522,216.1986357
1816,26,133.4223073,11.47551974,24.24260155
1798,26,536.8307915,10.99611765,19.5121628
1695,26,288.1881173,34.954938,452.2348037
43,27,362.931564,74.56378608,267.6411324
332,27,248.5542772,138.8123482,1820.365829
358,27,263.744653,255.1095629,8721.332583
634,27,205.6968116,87.47843286,826.5357116
118,28,534.2668117,96.19500945,1257.973286
229,28,187.8626283,151.859207,2526.894315
762,29,383.5315126,65.66517923,711.3600916
1059,29,493.2938712,47.50230714,537.6678389
456,29,302.3180211,87.7317089,840.2835972
563,29,421.9323369,53.24246347,745.7381729
654,30,271.2508903,34.00692974,57.72901454
483,30,265.6652349,40.78410458,101.9322206
1126,30,276.9563468,61.65179145,48.92231561
63,31,653.154712,45.38986402,82.61798311
336,31,471.8861878,50.13342288,96.84977106
284,31,257.5711587,71.12368536,216.1067901
732,32,334.6260569,395.6869001,60660.48155
439,32,238.8379871,303.9060392,86922.32603
64,32,775.2590556,183.390182,7504.9937
165,33,277.7837356,21.38758717,61.32976982
151,33,496.9226817,95.15529626,2699.32553
81,33,671.3528571,62.15750342,424.6049179
193,33,124.055725,63.60244409,408.2089772
750,34,307.3229515,345.2497818,7193.235684
50,34,135.5061889,300.4849965,4512.242913
67,35,290.8412154,276.2485947,2194.547049
51,35,111.7340762,296.2396107,2220.885973
386,36,168.94426,57.2885176,250.7988136
565,36,273.2214511,57.89056924,544.5182209
673,36,273.5937563,40.61139965,424.2474209
1211,37,292.1117815,56.94421827,569.535279
907,37,353.8926153,36.03597711,159.1113011
802,37,89.3986355,114.4222494,1148.698225
594,38,208.5423581,63.32959168,681.3061094
314,38,131.1495224,266.4974895,16783.19334
824,38,350.1660614,112.9757189,3745.290041
411,39,176.124342,83.31082623,630.7917143
389,39,444.8392557,73.43168186,332.170683
155,39,449.1287667,94.06833317,216.0348016
86,40,240.9005755,46.55403087,320.7170305
142,40,373.9964236,32.08933917,155.9963795
832,40,239.2014238,23.02335672,69.37546332
798,41,252.537158,117.6872244,1122.204157
952,41,161.5537713,40.23286219,230.4577507
1111,41,210.06636,34.6180867,125.9179428
1876,42,598.7199941,43.58882807,287.8832436
642,42,365.7887633,54.62472343,1073.619286
1172,42,324.7603541,76.96916044,996.1289738
1726,42,344.7425771,48.26983428,382.1499399
201,43,638.7054599,58.2987762,191.3998417
571,43,512.1917406,123.7314722,821.3129859
268,44,558.2127839,77.37726171,171.0550716
714,44,268.7515305,125.8650315,536.2921761
1251,44,287.5339652,45.63854904,53.9352514
146,44,301.4362171,55.32083067,292.1959871
738,45,250.1177755,37.40013701,23.46773957
203,45,138.2294114,24.35033489,35.20739879
1045,45,270.3514961,19.19917772,14.62507522
1245,45,333.4956767,18.73699237,10.57204127
913,46,494.9595688,35.54270583,32.60189494
1025,46,402.4217299,43.63221979,33.48437251
1120,46,165.6061356,18.53489817,24.84286093
205,47,201.99432,144.1625279,11625.46445
232,47,546.5316574,81.64828479,611.0079017
150,48,1360.418285,141.2017013,5269.789964
80,48,478.8591703,122.5786848,2533.439669
324,49,168.94426,31.44993172,82.54877043
51,50,63.05385226,101.7117355,404.0131824
66,50,124.0511176,488.9251871,4991.271908
664,52,488.0924974,185.0265389,3906.615413
448,52,304.8576438,25.92382671,61.15855758
299,53,617.9361295,131.4427264,2649.721888
222,53,507.5159509,23.63313176,14.70113926
1417,53,209.2367022,54.42912797,103.093528
942,53,348.2928019,104.6899032,1153.956683
1110,54,193.8310893,33.86044993,103.9303413
1242,54,1087.243613,61.30866701,367.9493225
880,54,424.4185627,39.00020223,144.1164611
197,55,270.3876214,44.8760906,147.0204566
169,55,242.5459691,56.64115372,214.5421253
860,56,326.6865222,7.407099222,18.36626348
896,56,190.1381143,187.3481726,3101.542698
1628,56,216.6409876,34.90982861,136.2212694
818,56,188.3873173,149.3710537,4278.59946
1371,57,295.5676572,74.39396263,321.7641702
1664,57,668.0776837,23.50476887,35.76541791
1472,57,835.4650817,69.91989193,217.4159315
1037,58,364.9657052,28.9309298,81.60787222
116,58,905.2748885,38.50278545,256.4850737
471,58,280.7455374,67.41984433,1533.989054
463,59,198.1395557,68.38571776,1006.66143
598,59,143.2339061,83.4441367,3593.659164
306,59,192.7918389,183.1347652,4595.477951
255,60,308.7220713,46.23900202,86.11517913
189,61,246.5623188,41.22126878,256.4769682
343,61,208.5423581,32.42980894,95.64000133
361,62,338.1936844,44.13324923,351.476382
1039,62,237.0402654,37.93347814,99.08140704
763,63,243.8490966,90.94210941,584.8265884
297,63,452.4942728,75.98000347,473.730231
672,63,162.0293732,66.9981412,122.279558
108,64,119.7730366,258.1308424,12484.05993
311,65,325.6090627,79.88396961,336.8589716
137,66,340.4914895,245.6970791,1693.629543
400,67,305.1985315,226.5884357,1465.900906
250,67,437.7910577,290.3798593,1497.141304
260,68,299.4921877,24.49449296,28.03502071
390,68,1055.552618,140.1027738,1603.44269
475,68,168.8362632,111.7576869,405.9054028
1409,69,623.1866319,26.59880101,41.99969961
1672,69,1429.612616,83.05038672,689.7068241
1627,69,288.1393449,56.05764112,226.9344204
991,69,333.2923204,39.82190485,187.1213316
1422,70,444.6049052,31.9593154,337.4065599
1418,70,311.8389865,56.34867706,455.6009046
1378,70,619.1076603,55.04206256,301.6797539
197,71,282.9339802,76.726317,1383.008953
276,71,189.8434963,53.66331126,151.4372928
422,71,431.2349607,81.29333696,218.3767576
367,72,629.8633935,18.63055502,16.92854227
1171,72,330.3942817,37.53539618,163.1932527
1395,73,227.0412404,35.07661033,42.52967258
1873,73,369.6031152,40.54007395,65.71216375
101,73,561.0544808,79.73194005,1032.557262
777,74,285.6313402,80.02153185,567.5060173
534,74,347.7028268,46.10588206,164.4785227
729,74,692.1685752,58.85338284,224.5847955
393,75,207.9239017,41.102514,55.17717506
254,75,228.0972339,59.94649198,690.2721947
508,75,637.1693347,94.27394462,774.4968464
688,75,266.72183,49.37949196,271.5410414
281,76,2187.141314,228.2601777,17817.58603
394,76,86.55318403,193.3527351,8416.791439
909,76,1642.699056,272.2254975,7552.50194
1031,77,224.0604964,28.50577701,75.63527247
926,77,296.0129091,10.09480004,30.02256189
473,77,237.8331989,18.61864585,30.88948205
1066,78,275.6198388,37.73685852,684.335142
204,78,202.1136228,125.4221637,9696.943063
1267,78,220.9728617,90.02672967,1798.557824
739,78,1018.022413,39.67205803,128.0162157
323,79,247.3664703,93.66767652,727.6250351
135,79,370.3952835,174.2737143,7841.851844
122,80,531.3212946,169.0789091,4700.736551
95,81,361.0762485,80.12823675,651.9584385
311,81,544.1833197,151.7844242,821.2555388
207,81,55.16065751,88.56949621,887.2303895
655,82,265.5468273,40.93172471,297.206759
493,82,283.9259829,32.43793247,116.2247112
1486,83,262.4651613,89.04139662,558.1271717
802,83,349.5513005,83.23699032,1410.708631
1406,84,187.4754102,51.46258709,283.1312683
1020,84,260.2348094,58.97689673,753.2159556
1200,84,223.5427685,71.98473445,1345.524793
169,85,329.2493272,131.1316039,1723.314923
211,85,351.9052814,61.35382313,105.9700124
328,85,331.5724099,68.25421541,958.7764703
315,85,300.1522734,192.6473713,2823.170502
355,86,243.267147,39.97616974,87.59961663
972,86,79.84547441,27.09496636,21.34794037
212,86,193.3663786,67.45691717,298.2540706
1761,87,287.2852446,28.22530988,43.0190588
1189,87,133.0660216,27.55742264,28.80627632
569,87,264.9908061,23.541801,52.44977139
1452,88,248.8807678,102.4992751,1246.467444
403,88,163.4086438,58.25849197,630.8599981
1844,88,139.590631,18.51602255,24.02161768
1002,88,75.31901328,24.16275247,31.93850481
499,89,417.5015831,53.36140532,107.011872
526,89,83.70083354,50.66511058,366.8240572
320,90,47.0931073,70.84992948,304.3287758
307,90,161.6755741,71.81779994,206.7254883
877,91,568.8964783,65.03740111,155.1909463
282,91,631.7028019,39.85455127,312.8306702
1179,91,286.9049216,60.30710473,605.1934574
509,91,281.2981577,47.37330031,320.7146685
663,92,210.5720139,17.2481502,20.35200845
270,92,730.4668847,45.20096015,272.0867908
573,92,946.4150827,69.56391963,930.1194892
1210,92,135.8142701,171.1809195,4108.053951
219,93,454.8005442,167.2255142,2739.265479
258,93,658.1514157,111.5254047,827.1749684
336,93,676.7044028,47.67719699,108.6215211
310,93,578.851407,77.98823813,318.3028815
122,94,262.379839,134.3164338,2487.802273
206,94,403.8751156,283.073236,11971.31255
164,94,301.4362171,105.8895711,1192.712263
136,94,240.2178584,276.4158216,8605.912457
1019,95,272.7143568,46.62424812,146.7634974
272,95,336.8158621,99.58587243,1631.632082
151,95,233.5138767,78.60630658,251.7898261
180,96,384.2466743,37.16561704,36.45478926
740,96,248.4815623,57.71273931,23.68213711
1607,97,242.0373337,44.29031488,155.7283204
1012,97,424.8894321,47.47108231,120.4342687
1477,97,185.6601824,37.71739893,215.1965984
1377,97,140.9704935,42.3182397,121.2788326
275,98,302.557852,36.37605784,60.06929968
1236,98,326.1153469,51.05625688,581.6286448
